Augmentation,RunID,F1-Score,Recall,Precision,Accuracy,person_F1 score,person_Precision,person_Recall,bicycle_F1 score,bicycle_Precision,bicycle_Recall,car_F1 score,car_Precision,car_Recall,motorcycle_F1 score,motorcycle_Precision,motorcycle_Recall,siren_F1 score,siren_Precision,siren_Recall,bus_F1 score,bus_Precision,bus_Recall,truck_F1 score,truck_Precision,truck_Recall
Top,7_SpecAugment_BackgroundNoise,0.561865425990607,0.6925359476008575,0.5097531837098823,0.80402977412731,0.9221913145259351,0.9220376999283577,0.9226420613589514,0.4955836211669787,0.366103843715784,0.768939393939394,0.9020412180575411,0.9076369194556855,0.8967529930387774,0.45648045741950294,0.46757659256491685,0.4459127913460466,0.6731240330067045,0.5817790530846485,0.8066993615249376,0.3859092454387981,0.2569444444444444,0.7868852459016393,0.09772809231878832,0.0661937327753394,0.21991978609625668
Top,7_ClippingDistortion,0.5611284319961096,0.6820125474573633,0.5027204768922826,0.8003218256290228,0.9269126287965637,0.9339868530552846,0.919951102451082,0.4711204400694847,0.33376925312409184,0.8005852842809364,0.9046400316712936,0.9033977478402778,0.905898775583778,0.4090804218852999,0.3529418951277916,0.48948262038390794,0.6382660687593423,0.5332809224318658,0.8098978191245997,0.44026620036330916,0.345,0.6501065124771759,0.13761323242747392,0.11666666666666667,0.19816571790006327
Top,7_SpecAugment_AirAbsorption_ClippingDistortion_TimeStretch,0.54775406192489,0.7005430336464735,0.48710272504039054,0.8023148757069578,0.9264919767293185,0.9246439482477982,0.9283672818498019,0.5095657573052893,0.36987755102040815,0.8230177993527508,0.9085963130941546,0.9164802619493853,0.9008579749840895,0.4335102956445293,0.3946328160671508,0.482136816387897,0.6442687747035574,0.5379436964504285,0.8076923076923077,0.3625232408167367,0.2375489405803777,0.7787878787878788,0.04932207518064464,0.0285918609671848,0.18294117647058822
Top,7_SpecAugment_ClippingDistortion_TimeStretch,0.5654171761883563,0.6942320895597681,0.5083162300187929,0.8073517574456668,0.9243207161307058,0.9310855409732018,0.9176908865495808,0.516764705882353,0.38084895716886513,0.810159276797245,0.9061840352333461,0.9095054739310172,0.903036564617929,0.40051378479302946,0.3266811293708084,0.5176258297351293,0.6381308208793589,0.530340998427673,0.8195238095238095,0.4157146329606223,0.29134199134199135,0.738471673254282,0.15629153743907842,0.1884095189179935,0.1531165864404014
Top,7_SpecAugment_AirAbsorption_ClippingDistortion,0.572167283413292,0.7164990213833018,0.5127641287158309,0.8092237565357286,0.9266979415119501,0.9302304168163852,0.9232764812862011,0.5257819348949089,0.39301522447589865,0.7962057112638816,0.9095732005403767,0.9110632565218844,0.9082826202045299,0.4074607278567791,0.369610090290881,0.48022833692850003,0.7017759290242367,0.6204447632711622,0.8125,0.4771408074088567,0.33289867056803,0.8500000000000001,0.05674044265593561,0.03208647906657515,0.245
Top,7_SpecAugment_AirAbsorption_TimeStretch,0.5565831366479936,0.6866199957684873,0.5009701822841859,0.8103813559322034,0.9280104092877639,0.9341825429693859,0.9221159385969129,0.48517545953688235,0.3405610643906113,0.8452060069310743,0.9097134083982745,0.9106140914328202,0.9088438559482808,0.40910026084720236,0.3807217356318282,0.4643788779369841,0.6638054363376251,0.5780034074688032,0.7866309705932347,0.4091848450057405,0.2953400130432205,0.7328439740525776,0.09109213712246718,0.06736842105263158,0.14632034632034632
Top,7_SpecAugment_ClippingDistortion,0.564010295151512,0.6942058890705876,0.5009814510650845,0.8068974955522102,0.9250657480105197,0.9198680340155737,0.9306757201690514,0.5088644246252942,0.37336601307189543,0.798863289594141,0.9060442143617489,0.9155231059218826,0.8972906163320133,0.41820390382843264,0.35836315150917947,0.5023396326535535,0.6759009128308349,0.5747857830958779,0.8295068027210883,0.4457740637193155,0.3191924918115394,0.7490582191780821,0.0682187986844383,0.045771578029642546,0.15170694284618336
Top,7_SpecAugment_AirAbsorption,0.5612982109929823,0.6996438417500496,0.4977252103273907,0.8062363834422658,0.9279539142350456,0.929407588674681,0.9265676224391584,0.5043520634493883,0.3674091233071989,0.8080495356037152,0.9063459054188185,0.9095246131429942,0.9034018700227473,0.3806432530045457,0.3009404184699489,0.5202141335840513,0.6824835411122006,0.6072734217275059,0.7954610333999429,0.44021847070506454,0.3071557155715572,0.777731616119651,0.0870903290258129,0.06236559139784946,0.1660810810810811
Top,7_SpecAugment_TimeStretch,0.5594120892965183,0.7082425320503539,0.49384999532436896,0.8118542686242524,0.9271767284045193,0.9239211301893484,0.9306573512903575,0.521025970263774,0.38301341624142476,0.8158461538461539,0.9064652432177849,0.9125802217016323,0.9007535208347643,0.40864321140009785,0.348331641285956,0.4942246921651956,0.6435081591442451,0.546875,0.7977022977022977,0.42549137585238667,0.29043478260869565,0.7974025974025974,0.08357393679282092,0.051793775243525776,0.2211111111111111
Top,7_SpecAugment,0.5556567453124259,0.7216895466888753,0.5066496974502636,0.8061299310749377,0.9299204219260655,0.9269509115714234,0.932924980215734,0.49699675324675324,0.3465130023640662,0.8827365728900256,0.9088607555279861,0.9116876686949995,0.9061088856669772,0.39654833703318076,0.4092398183307274,0.4599699774831123,0.6424685410523693,0.5325693265421618,0.8194050033806626,0.40355731225296443,0.2584398360260429,0.9402056277056277,0.11124509614766223,0.16114731862242368,0.11047577947998705
Top,7_TimeStretch,0.5748878652241431,0.7065772340286255,0.5112695476313265,0.8162876008804109,0.9305889981301647,0.9267618157626234,0.9346006452334019,0.5419730566797774,0.3900460231295728,0.8882984159427696,0.9125812703723833,0.9221133007071245,0.9033991674884885,0.42012039824033337,0.34823080481036073,0.5296145094364877,0.6646992255974438,0.562753036437247,0.8233382970082577,0.42323673843829257,0.30120218579234975,0.7115384615384615,0.13101536911060718,0.1277796667800068,0.1552511415525114
Top,7_SpecAugment_BackgroundNoise_AirAbsorption_ClippingDistortion_TimeStretch,0.5468094962257182,0.6656206301082304,0.4909712978762492,0.8064906757084039,0.9238328811742933,0.9244619589735426,0.923213485153481,0.4835531480609201,0.34612913588178607,0.8049470477295807,0.903952916527392,0.9063768100253665,0.9015654683503526,0.37286321757618707,0.3275965705969819,0.45724836060355256,0.6481239828160053,0.5478970495919648,0.8018867924528301,0.39711878922677707,0.2916598349456195,0.6408887130801688,0.09822153819845239,0.09267772511848342,0.12959454338764684
TimeStretch,2,0.5812646424331931,0.7168261178435213,0.5340436539627136,0.8124345092560251,0.9308503748615322,0.9273539567141978,0.9345345527506883,0.5390043374117952,0.39120939120939124,0.8667468591285752,0.9140424150605722,0.9237114298712767,0.9046747588296943,0.391081130476681,0.3207174752464569,0.5418385201849769,0.6500434728605142,0.5412663006177076,0.825,0.47516835016835013,0.3338709677419355,0.8244010088272383,0.1686624161929074,0.3001760563380282,0.12058712518347661
TimeStretch,1,0.5720913456654373,0.6833509790113177,0.5265738168455223,0.8073698917219699,0.9256479660535208,0.9258149690260993,0.9254823559934748,0.5766053793291768,0.4465465465465466,0.8150349333091371,0.9062193486247679,0.9007296991106235,0.9118493945973503,0.38972341584458026,0.31993550057165043,0.505809218741517,0.695054945054945,0.6015785861358958,0.8256113256113256,0.37102087798682226,0.3016129032258065,0.5890990542558487,0.1403674867642479,0.18979851330203443,0.2105705705705706
TimeStretch,3,0.5771578073903664,0.7141576118635111,0.5237590654632343,0.8033531260915124,0.9294987179254768,0.9271372933484117,0.9318722429382662,0.522459470146303,0.3758804258804259,0.8576895818568391,0.9122649013368209,0.9221530138000553,0.902717080185979,0.4199576686799856,0.38412753198006777,0.4656447534766119,0.6606611910859901,0.5652882635552505,0.8020779220779221,0.44149646879175414,0.3056451612903226,0.7960573476702508,0.15376623376623377,0.18608176838810642,0.24304435483870968
TimeStretch,0,0.5736839882300786,0.6790046760674904,0.522503402823062,0.8087670275934334,0.9281367064489363,0.9302609334583839,0.9261937900121188,0.532450802375227,0.39750204750204754,0.8102372034956304,0.9137215681309871,0.9196637407338026,0.9082010273646901,0.4153274700311584,0.3480811959358888,0.5151022140482422,0.6623297594900028,0.5718943033630748,0.7932211858760826,0.40512420013100214,0.2911290322580645,0.6658496732026145,0.15869741100323626,0.19899256651017214,0.1342276384730539
TimeMasking_Gain,,0.5753027288029107,0.6921066704165273,0.5117825868565224,0.8093515887367605,0.9297315120689065,0.9242936717925148,0.9352583299630531,0.5869178812655527,0.44718455188679246,0.8538039974210188,0.9109159411463408,0.9179568609230121,0.9041102411891621,0.3790881737310308,0.2954300976689036,0.5288875832354093,0.6587752729151863,0.5684704184704186,0.7870183486238532,0.4394856375151941,0.32543908558684137,0.6790740740740742,0.12220468297816364,0.10370342166717433,0.15659411840912035
TimeMasking_ClippingDistortion_Gain,,0.5753499427072393,0.7072292662104303,0.5142983957128757,0.8041420118343195,0.9252584884513037,0.9220108951351642,0.9286240037287345,0.5429918554918556,0.40034982323419616,0.8438066963549398,0.9074136218881622,0.9161255184620325,0.8990468986086628,0.43598990670622273,0.4119309581590166,0.47267694426785334,0.6654366543665438,0.5572755417956656,0.8346153846153846,0.40279886148007593,0.2728478260869565,0.7692708333333333,0.1475602105665112,0.11954820711709872,0.20256410256410257
TimeMasking_ClippingDistortion,,0.5631029905836896,0.6911630181103185,0.5060996973607024,0.807406441517799,0.9263302326768087,0.9302427195335372,0.9224585250400927,0.5072007063695043,0.36914600550964183,0.8232323232323233,0.9079346466630165,0.9076186543084714,0.9082612460743626,0.40162273752940614,0.3498392410590243,0.49224993111049875,0.6502713704206242,0.5458500669344043,0.8086149353358365,0.41856108268322,0.31267571201564603,0.7112612612612612,0.12980015774324727,0.12732548216419184,0.17206290471785385
TimeMasking_AirAbsorption_Gain,,0.5742495262044378,0.7017740837517582,0.5144302799979775,0.8126702190645352,0.9290465274223836,0.9225940077014436,0.935613179224161,0.5336177959833873,0.40262230514096187,0.7909709029097091,0.9111204105410899,0.919537670775274,0.9030813752512941,0.3753838167885203,0.28492076375220665,0.551446398184912,0.6858588881935186,0.5903353768481789,0.8282980069598229,0.4529272242114626,0.33692681445490436,0.6916208791208791,0.13179202029070336,0.14407502131287298,0.21138784461152882
TimeMasking_AirAbsorption_ClippingDistortion_Gain,,0.5611237587001807,0.677935105980906,0.5078049488746061,0.8043454284768943,0.925574133428628,0.9229059847720094,0.9282645506809869,0.5175518925518925,0.40883417587218374,0.7339918946301924,0.9081860700510983,0.9189523374654882,0.8976993029268526,0.4063933698386858,0.3586716268546317,0.4797515340349092,0.6752232699695654,0.5890464933018125,0.8031009394645758,0.4035937204463779,0.2979591836734694,0.6434782608695653,0.09134385461501673,0.0582648401826484,0.25925925925925924
TimeMasking_AirAbsorption_ClippingDistortion,,0.5633750967995824,0.7176333667490973,0.5014326809116919,0.8114909781576448,0.929300198349421,0.9293515960104916,0.9292493051560216,0.503809838022969,0.38764044943820225,0.7331994645247657,0.9099813257526197,0.9162611827630236,0.903809709633599,0.4320364922838904,0.3750719807575688,0.5586726998491705,0.6631823461091754,0.5644499178981938,0.8065620303890466,0.43874257506306114,0.2974243209236918,0.8520471464019852,0.06657290201593999,0.03982931859067175,0.2398932112890923
TimeMasking_AirAbsorption,,0.5718294468971601,0.6959759537807427,0.5136864304557882,0.8030852994555354,0.9287070440596376,0.9314867443257597,0.9261258764091627,0.5222227052720053,0.3806122448979592,0.8409703504043127,0.9082164968155839,0.9125191065216819,0.9041981976950602,0.3806453721635248,0.31772281741509,0.47481977865773173,0.6926232155545508,0.5999855128452771,0.8265072384093824,0.4308121869097479,0.3143192488262911,0.6957364341085271,0.13957910750507097,0.13915933835845895,0.2034738007810223
TimeMasking_AddGaussianNoise_Gain,,0.5666833111608754,0.7068009358740837,0.5089048118196761,0.8127212650460232,0.9246391554751698,0.9204033622810662,0.9289715407624312,0.5260263929618768,0.3818499060474748,0.8537414965986394,0.9056113196888033,0.916121890693665,0.8956788345693234,0.4054476915989708,0.3995535714285714,0.4599681638272243,0.6624958179993309,0.5633638793432608,0.8188370188370189,0.4224330735343951,0.29130747126436785,0.7899308798804409,0.12012972686758153,0.08973360167932654,0.2004786166435078
TimeMasking_AddGaussianNoise_ClippingDistortion_Gain,,0.5630665280459868,0.7033848079527742,0.5009192228229234,0.8098078197481776,0.9219760345240913,0.9242095711650608,0.9197622107969152,0.47980030721966205,0.3505329967038362,0.7625430125430126,0.9021707906335018,0.9064381819408498,0.8981993656776258,0.450879182295977,0.4038556780058828,0.5135704225840694,0.6615547572994382,0.565855927698033,0.8125,0.43547842528192315,0.29870459740919486,0.8053846153846154,0.0896061990673136,0.05683760683760684,0.21173402868318122
TimeMasking_AddGaussianNoise_ClippingDistortion,,0.5689104275329938,0.6736680690014538,0.5248342246617514,0.7967787778304122,0.919421803309181,0.9321439710224673,0.9072983467435252,0.492890418578779,0.35922324106184206,0.7902637155639275,0.8977030748763468,0.8956571375435018,0.900516854151242,0.4385015145503286,0.49792471162709584,0.39440519797662654,0.6630803140928503,0.5521963330786861,0.8310273261847112,0.41096100874641966,0.30109797297297297,0.6971239199905315,0.15981485857705127,0.13559620532569389,0.19504112239961297
TimeMasking_AddGaussianNoise_AirAbsorption_Gain,,0.562771362399663,0.6779217045918345,0.5055343727409837,0.8062637362637363,0.9300159194294162,0.9353959889508909,0.9247325130173976,0.5037147561226589,0.36561027141231917,0.8102189781021898,0.9082381424734813,0.9112399720137238,0.9052903920188766,0.3962101931198003,0.34121052631578946,0.48775021355666515,0.6335556335556336,0.5399300495482366,0.7706489675516224,0.4501824635751994,0.34095576457058363,0.6682046300793265,0.11748242852145152,0.10439803637534203,0.17860623781676413
TimeMasking_AddGaussianNoise_AirAbsorption_ClippingDistortion_Gain,,0.5665816881146851,0.6942984367901093,0.5127083451245396,0.8011136793444,0.9259923861762032,0.9281828995149363,0.9238283262929521,0.5105998321244862,0.3774752936789111,0.8012430292452428,0.9056229512736378,0.9050172459900877,0.9062688786021936,0.4234494477485132,0.4253652355396541,0.43812012144002477,0.6735230829420971,0.5893263813975789,0.7863801001384894,0.4178915454580343,0.29356211003970506,0.7259900127743584,0.10899257107982406,0.07002924971090402,0.2782585890375033
TimeMasking_AddGaussianNoise_AirAbsorption_ClippingDistortion,,0.5590564468803816,0.685843953772471,0.5025328381253895,0.8022014309301045,0.9235159201598422,0.9163201694826189,0.9308516589528195,0.49638682049762467,0.3700050876560744,0.7577457264957265,0.9037014255406086,0.9165666730140025,0.891359408576258,0.41644588618157546,0.38628409809509784,0.4846063979658455,0.6615728749705674,0.5704252352736146,0.7948170731707317,0.4032724303808641,0.2798174872665535,0.7301348250143431,0.1084997704315886,0.07831111608976514,0.21139258623157292
TimeMasking_AddGaussianNoise_AirAbsorption,,0.5676854941656835,0.6984116118451105,0.5037812167405804,0.8061092109918623,0.9240551251650589,0.918139395987962,0.9300476418052467,0.5162797531589773,0.37840737001514385,0.8129192184310294,0.9074383738585192,0.9157170199757168,0.8993528473801126,0.4228692452058673,0.35454545454545455,0.5243729903536978,0.6841315761277188,0.5906810035842294,0.8186544342507646,0.4545709793351303,0.3290721697891722,0.7359517331125045,0.06445340630851218,0.03990610328638498,0.1675824175824176
TimeMasking_AddGaussianNoise,,0.5537551225920928,0.7191296757481087,0.4914631861800294,0.8033650141279219,0.9257952738504029,0.9248163428225733,0.9267766160774614,0.48667145895108876,0.3480766283524904,0.8087445243408546,0.9094939882469996,0.9115797289506122,0.9074337685712808,0.4231645241998102,0.3848382749326146,0.4906167800453515,0.666289592760181,0.5681132454993463,0.816932208684786,0.37810697351333394,0.25174029451137886,0.790314401622718,0.08676404662283324,0.05107778819119026,0.29308943089430894
TimeMasking,0,0.5652970488201785,0.683090132497824,0.512118246653986,0.8133313843005409,0.9286632552293743,0.9363648931206692,0.9211300309779815,0.5456981317600786,0.41100236309845,0.8120834540712837,0.9112543679743871,0.9121263049095607,0.9105852513507207,0.43762426173907953,0.4460606198240753,0.4339191175421322,0.6256911489398755,0.5166842599108609,0.8130116959064327,0.4249608708025043,0.310952380952381,0.6728307254623044,0.08318730529595014,0.05163690476190476,0.21807065217391303
TimeMasking,2,0.5572277986824137,0.6894009317722015,0.49844619561989895,0.8076642867550634,0.9266598434443878,0.9216050767655428,0.9319274739673331,0.5230282898462526,0.38857772301258353,0.8001738305941846,0.9106351860949482,0.9183488456674299,0.9034932472009372,0.42425312348462674,0.39328575813382444,0.4606127722406792,0.631867678600891,0.5380952380952381,0.7787859824780976,0.3664471200234929,0.24183911396094432,0.761437908496732,0.11770334928229666,0.08737161370372923,0.18937530742744713
TimeMasking,3,0.5512338478863517,0.6799141763409695,0.4997840136550423,0.7995948487917812,0.926309895468669,0.932406753320147,0.9204219248439488,0.5117022999676062,0.39369889831484395,0.7325619834710744,0.9044724867013454,0.8989724737515448,0.9102315181223246,0.41073182392159513,0.41656209001197875,0.40560336687619714,0.646136223455811,0.5457320872274143,0.8082922824302134,0.36923860453272217,0.2515919834355589,0.712484237074401,0.09004560115671226,0.05952380952380952,0.2698039215686275
TimeMasking,,0.5724549932927396,0.7128577294745722,0.5083129021880636,0.8104969126727433,0.9286750261470089,0.9288774102561413,0.9285815175831824,0.5629681647940076,0.42628881808759744,0.8300376647834276,0.9129824046836494,0.9149815048497432,0.9111889562549662,0.40203422614169093,0.3288803799093009,0.5300488426417498,0.6821705426356588,0.5838899581116268,0.824468085106383,0.4048062015503876,0.2845429699362284,0.7086538461538461,0.11354838709677419,0.09072927416580667,0.2570251937984496
TimeMasking,6,0.5675005960638189,0.6800047398368082,0.5130278051831114,0.8101879036993541,0.9283707850583558,0.9245885582311377,0.9322332492427661,0.5603920733006605,0.42041572300487506,0.8403171441703692,0.9111912003579759,0.9198861391328188,0.902758524141046,0.3985554630840566,0.3707865168539326,0.4313412800687285,0.6653491436100132,0.5861814096499527,0.774922600619195,0.44554131799163177,0.32622997711670476,0.7193486590038314,0.06310418904403867,0.043106312292358805,0.1591117216117216
TimeMasking,4,0.5714151398751739,0.7143526086318251,0.507778636786224,0.8088662790697675,0.9307396993335368,0.9277834866424618,0.9337716137273169,0.5608646765916796,0.41500000000000004,0.8656290218790219,0.911352390152401,0.9157557927863742,0.9072327461288525,0.4235596869912294,0.35950922088063914,0.5293490550799548,0.6530357142857143,0.5583172147001935,0.798995983935743,0.42121529596647456,0.2946801231611358,0.7482638888888888,0.09913851580518247,0.08340461933276304,0.21722595078299778
TimeMasking,5,0.5569796526881263,0.7192063357724665,0.496811308572307,0.812490750332988,0.9319958455115647,0.9322844661447849,0.9317484693602602,0.5499732905982906,0.40715186802523046,0.8548748921484038,0.9142342011238036,0.9157953336612525,0.9127900086415324,0.39164113040517534,0.33872174939621447,0.5009861932938856,0.6711888462180664,0.6030603361682181,0.7716264863095887,0.4084106423945387,0.26312154696132595,0.9124183006535947,0.031413612565445025,0.017543859649122806,0.15000000000000002
TimeMasking,1,0.5697285887352128,0.6569756998648937,0.5395628187867565,0.8038928728230645,0.9288720579699741,0.9254566689286851,0.9323938706015891,0.5325946475464491,0.4078947368421053,0.7784452050010477,0.9116836082064529,0.9167438058766579,0.906761776947913,0.3957370750449881,0.5452051535870224,0.3402619751514426,0.6478632478632479,0.5397534013605443,0.8162996814845589,0.4554242749731471,0.3615288220551378,0.6165413533834587,0.11592520954223082,0.08035714285714285,0.20812603648424544
Roll,0,0.5713200468910157,0.7061377071112489,0.5084181272802566,0.8109684947491248,0.9281273235973304,0.9242398127653397,0.9321211159563996,0.5194992868403273,0.3724537037037037,0.8585931091058245,0.9120913839073742,0.9202953676452208,0.9040411848031541,0.41924439197166474,0.3580850024425989,0.5079537404909298,0.6609639016897082,0.5651006711409396,0.8051999546844908,0.4601237568298947,0.3486996725101137,0.7651353276353277,0.09919028340080972,0.07005266075388027,0.16991951710261569
PitchShift,1,0.5690118647946487,0.6851278693882377,0.515349971592001,0.8093926656037107,0.9265651354890874,0.9241142118548715,0.9291635257642968,0.5103167683812846,0.38238958881351237,0.7694763729246488,0.9105674497495776,0.9137272703512948,0.9076707435834088,0.42143213275381797,0.35073114340619743,0.5278457980478182,0.6789915966386555,0.579057348502438,0.8260869565217391,0.43983402489626555,0.33150470219435735,0.6911858974358975,0.09537594565385209,0.12592553602133558,0.14446579143985483
PitchShift,2,0.5767013844942523,0.7344156857730884,0.510630636682742,0.8100014536996657,0.9285204207821638,0.930868553649506,0.9262232217374085,0.5358730697437639,0.40192527640106746,0.8080388080388081,0.911308502172859,0.9172036026219936,0.9055334805003679,0.4187613843351548,0.3569048634349771,0.5347611572101368,0.650126050420168,0.539648718687014,0.8251521298174442,0.4829962546816479,0.3456521739130435,0.8029657089898055,0.10932400932400932,0.08221126807159163,0.3382352941176471
PitchShift,0,0.5655323671740304,0.6505634944681313,0.5222405107670945,0.809586247086247,0.9281913893138274,0.9306196818282835,0.9259729353493189,0.5090147754771678,0.383982683982684,0.7554403017554041,0.906681138154508,0.9048284990124131,0.9088439873950789,0.4062335023579151,0.3761886692217205,0.4419297138047138,0.6819148936170212,0.597936137071651,0.8049155145929339,0.4006211180124224,0.33078695498050337,0.5778790389395195,0.12606975328535108,0.1313409492724058,0.13896296943995104
PitchShift,3,0.5731470039824503,0.7086119023881772,0.5091754991312627,0.8105463044113351,0.9278987587277888,0.9284778021134754,0.9273253092781779,0.5317314425770308,0.3894031279923396,0.838775687913619,0.9115739721423937,0.916552506316954,0.9067087102966054,0.41420814040871734,0.3273806819042426,0.5642972681524083,0.6747744052502052,0.5888198757763975,0.7985108820160367,0.4327900104851778,0.30444444444444446,0.7817727840199751,0.11905229828583908,0.10915005537098561,0.14289267504041786
PitchShift,4,0.5649840762809399,0.6998444932001611,0.5164419223481191,0.8086249455495862,0.9294921911552111,0.9278215144040229,0.9311938735841071,0.5189293465155533,0.3856411097743264,0.7990219465648856,0.9113333331986586,0.915889278185295,0.9068723424493079,0.4469986052264533,0.48701874366767983,0.4375457648153894,0.6563314870857839,0.5603467375650826,0.7980510752688172,0.42129455909943714,0.2867823486455472,0.7943763326226013,0.07050901168548226,0.051593724194880265,0.23185011709601874
P,06_AirAbsorption_ClippingDistortion,0.5840975037980971,0.7018207681253446,0.5511531195337269,0.8098148794970311,0.9303049063887718,0.9308505542032923,0.9297609612665907,0.5404704944178629,0.400955500955501,0.8360401241939337,0.9084965776398606,0.9046337677629994,0.9126288435136961,0.4358701745568422,0.5034676532131069,0.4216044632550981,0.6767894630891784,0.5878517501715854,0.8079894788755548,0.4442001099505223,0.3056451612903226,0.8126381724392042,0.1525508005436404,0.2246674491392801,0.19208333333333336
P,06_AirAbsorption_ClippingDistortion_TimeStretch,0.5712060623341022,0.7036640935764344,0.5100541399225138,0.8178484107579462,0.9314532959154298,0.9327345834709977,0.9301875787624005,0.5105143083866488,0.3787605787605788,0.7864339268978444,0.9135165027901366,0.921581654044121,0.9056830771373736,0.4082240466289938,0.3575835364669845,0.48010599588672676,0.6756664775950085,0.5893102264927934,0.7981956315289649,0.4652877986211319,0.32741935483870965,0.8355263157894737,0.09378000640136562,0.06298904538341157,0.18951612903225806
P,06_SpecAugment_BackgroundNoise_ClippingDistortion_TimeStretch,0.5680155966209572,0.7205283003257605,0.5056567339565801,0.8068535825545171,0.9304808013578836,0.9252177899650973,0.9359524371030439,0.5628424105704157,0.42589885566629754,0.8300518134715026,0.9130662452624682,0.9209724830453573,0.9055582794864083,0.41276223776223775,0.36603477849411487,0.4990909090909091,0.6212110821560829,0.5146471996619877,0.797603121516165,0.3718474739087253,0.25631132498085285,0.7850877192982456,0.16389892532888645,0.13051470588235295,0.2903538223140496
Oversampler,0,0.5827625412222817,0.7106858107365048,0.5242880922693771,0.8101210441884206,0.930887281824287,0.9299413110055135,0.9318652932550733,0.5382722822066512,0.400811209439528,0.8192423192423193,0.9091439843639133,0.9094751752848673,0.9089060106160167,0.450069968758136,0.43214509068167606,0.4714075720636742,0.682890855457227,0.5971038251366121,0.8068910256410255,0.4448717948717949,0.3075167785234899,0.8221343873517787,0.1232016210739615,0.09302325581395349,0.2143540669856459
LowPassFilter,0,0.5645633487713664,0.6665641028834954,0.5118997342254434,0.8127827228950825,0.9315337912817849,0.9303153644755993,0.932779639123239,0.48626530732977064,0.34345867606737174,0.8394625176803394,0.9114837944815759,0.9154503239169132,0.9075545702470781,0.40789014089930226,0.3396173989829786,0.5116836999826779,0.6861657065401559,0.6020962732919255,0.8067649812734082,0.39246815855255324,0.3129166666666667,0.5292696025778733,0.13613654231442265,0.1394434361766485,0.13843370929985105
LowPassFilter,1,0.5621844479375853,0.6910921576696887,0.5038085896197348,0.8134677183756939,0.9299850204686917,0.9254391935849662,0.9346551667560323,0.5206859592711683,0.37289901906419104,0.8625204582651391,0.9103301798367174,0.9215182760864806,0.8995861315821945,0.40166651515185114,0.3803499053252586,0.436,0.6656934924261657,0.561944244172074,0.8238636363636364,0.4507001949457193,0.32651115023474175,0.7680166147455867,0.05622977346278317,0.03799833887043189,0.1130030959752322
LowPassFilter,2,0.558343039246946,0.6844157881294757,0.5086696037884465,0.8044264429336033,0.9305944519958498,0.9246059395048782,0.9367522977887246,0.49937398213260276,0.3568760773798123,0.836442654229383,0.9129416572197544,0.9231512602979355,0.9030601977751277,0.38590155163188866,0.41123582300052886,0.4646350931677019,0.6428541010135422,0.5347050512186506,0.8131169709263015,0.40459267359212686,0.2951903516419645,0.6807184750733137,0.13214285714285715,0.11492272347535505,0.15618482794577684
LowPassFilter,3,0.5665516442817644,0.6884897225972779,0.5159309100650065,0.8067043970396169,0.9285493702039025,0.9249991706745452,0.9321815293691598,0.5439752443488434,0.42782592489050414,0.7593452519154864,0.9079008387003873,0.9155783513325677,0.9003535632572115,0.42039848197343455,0.38284639105210894,0.4752835705427944,0.6938914283555588,0.611842105263158,0.8056737588652483,0.34380869185411667,0.22071050642479212,0.7779516994633273,0.12733745453610765,0.1277139208173691,0.16863868476771704
Gain,,0.566817281083826,0.692851839156305,0.507591557510845,0.8053896576839039,0.9328331639350933,0.9297733228570967,0.9359550669618486,0.5394153972828324,0.4188462987566678,0.7706677265500795,0.9142037476423073,0.9211656293723163,0.9073750830401848,0.38252710592160133,0.31580064337413993,0.49796195652173914,0.6669779022720199,0.5747863247863247,0.8099747474747474,0.41441393120217407,0.2952536231884058,0.760499557913351,0.11734971933075372,0.09751506024096386,0.1675287356321839
Gain,0,0.5682668129405007,0.7166726646480548,0.5007541297403879,0.8104956268221575,0.926420165245867,0.9209162897620053,0.9320946006728918,0.5295259615231609,0.4039337927011557,0.7825168918918919,0.9112555062899441,0.9233520925667762,0.8995800974277794,0.4023786129534103,0.29892090667952737,0.6162170790103751,0.644607329842932,0.5458415782215027,0.7904199145084234,0.44595985589294906,0.31951121794871795,0.743421052631579,0.11772025883524141,0.0928030303030303,0.2524590163934426
Gain,1,0.5666990798756928,0.7155335082137104,0.49713831914740125,0.8059635722679201,0.9296305446750976,0.9303840027469645,0.9290361591505445,0.5573649633840658,0.4347860791826309,0.7766984126984127,0.911805031485102,0.9120330347261375,0.9117719726116726,0.36987754726649236,0.27864461434441146,0.5518668545262416,0.6827852998065764,0.5720338983050848,0.8587588881706529,0.4085025234040913,0.28159973666886107,0.7436619718309859,0.10692764910842384,0.07048686805771825,0.23694029850746268
Gain,2,0.5748255946799132,0.7130757376251464,0.5191002237398715,0.8084296794965609,0.9317816456654291,0.9290765866507629,0.9345041024727726,0.5426328996778729,0.4044210692818728,0.8247863247863247,0.912049872420786,0.9185232559912482,0.9057510600614049,0.4238349705144661,0.42314955255574094,0.4712514366976409,0.6781468317195736,0.59305373525557,0.7964646464646465,0.42187793427230047,0.29023356832585634,0.7764616935483871,0.11345500848896434,0.07524379811804961,0.2823108993448481
