epoch,loss,val_loss
0,1.7210528555472646,0.8575017048808475
1,0.6550406015202948,0.5078394022465306
2,0.4224619703635092,0.3563682757891141
3,0.3207421617538838,0.28907725628527337
4,0.2680645281328964,0.2610477154601436
5,0.23926112560555698,0.2251497248470622
6,0.21761481213970926,0.21599467479449974
7,0.20648121679571801,0.19936936432484914
8,0.2009929728464177,0.2034954180704105
9,0.1883264415284655,0.20895664721070728
10,0.19523769290171872,0.20555656503239422
11,0.1866194585128872,0.18161818827493428
12,0.17767773356456595,0.18175609093584238
13,0.17141363781156704,0.1913611781058
14,0.17220411104167954,0.17171386520766732
15,0.16522673488493514,0.16794286803661002
16,0.17106551585459898,0.1665876501941478
17,0.15998030907527971,0.1762449644364857
18,0.16076640121697872,0.16300303044584574
19,0.16199875176875406,0.1800751675497762
20,0.1654697563459574,0.17788340569487124
21,0.1563175053505631,0.15772845497290786
22,0.1643499087770757,0.17776737161409822
23,0.15949004469376327,0.16109099087910528
24,0.1589869686720749,0.164877949290447
25,0.1535879830790341,0.16095870085259317
26,0.15792523906525663,0.1578834376650332
27,0.15020290840165623,0.1541941311998076
28,0.14937101635764105,0.15489954290285873
29,0.1498992136182488,0.17941535947679504
30,0.14857267538937086,0.15166451471811287
31,0.1510810161246901,0.15176384986760214
32,0.15334187091999715,0.15940724935340844
33,0.14885560317481364,0.15264420721076563
34,0.14990079331574438,0.1576120829808007
35,0.1495828472609722,0.15580586293603538
36,0.14783600856012938,0.14951182855779155
37,0.14579532004447435,0.1565399551868531
38,0.1446572745110408,0.14952075187653982
39,0.14674564222517825,0.15034780266849884
40,0.14518116343630239,0.14884731525452294
41,0.14351744544785128,0.14963208637760098
42,0.14187614417936337,0.1529985808259417
43,0.141235641153552,0.14782246720343886
44,0.1457125861885977,0.14977390898278564
45,0.14074995326197892,0.14875254881142372
46,0.1445501361998628,0.1485435612928835
47,0.14394275354598748,0.16131390484318478
48,0.14677399329871407,0.15818119959730784
49,0.14181012741415613,0.1468264072165786
50,0.13838404290483317,0.14943596193078038
51,0.13996993062355043,0.1464087908844898
52,0.13731553179368125,0.15689439312988698
53,0.14462276466131718,0.1510554892034387
54,0.1410773380809606,0.15625390876984568
55,0.13881731713952813,0.1464398423757708
56,0.13838196736824399,0.14624915635742458
57,0.1401332301313076,0.14778552539315423
58,0.14390350854888048,0.153930181517166
59,0.1424336929424147,0.1519034942248451
60,0.1422206239858064,0.15483955521702444
61,0.14018312993721196,0.15260398369476885
