epoch,loss,val_loss
62,0.13862911321786367,0.15422459655186824
63,0.1369150931584602,0.14665345210548897
64,0.13536854050830108,0.14536083298711922
65,0.14046345294836435,0.14990791738908818
66,0.14119528737629053,0.14706674085121427
67,0.1433474770117415,0.15282346565128063
68,0.13617339687597407,0.14604456667440205
69,0.13541535576230715,0.14695697525177032
70,0.14763024725808377,0.17266578312817807
71,0.13869156827114149,0.1453461151672322
72,0.1379889776661032,0.15172373168501654
73,0.14020115246502246,0.15801410231297203
74,0.13617435926785895,0.1459136844245817
75,0.13671859209785195,0.14778605642054227
76,0.13914048981334468,0.14986040423885938
77,0.13559550214411098,0.15445557116863118
78,0.13223179560504214,0.14597969758243326
79,0.1329560861060665,0.17107281035260893
80,0.1365122791645628,0.14896146773969432
81,0.13874633122479854,0.1450548223549213
82,0.1339871193366808,0.14750339498057252
83,0.13629696836299052,0.14568789166214385
84,0.1354140230438469,0.14617949641253158
85,0.14362936192346187,0.1694314962747616
86,0.14091988247767895,0.1482101031940878
87,0.13224195578984352,0.14357970445299867
88,0.1353737756258216,0.14691261175888867
89,0.13391816501755574,0.14897533858955989
90,0.13315142364514868,0.15159838763866637
91,0.13477446570989587,0.18524098050124313
92,0.13861655615577156,0.1513795405223096
93,0.13289275668557135,0.1493416444866824
94,0.13530932855625682,0.1438704021116643
95,0.13639429072089296,0.16333085102697667
96,0.13318235204733647,0.14446630461086027
97,0.13848194293425561,0.14284766559601753
98,0.13432176495329465,0.15201986181054006
99,0.13427321723245933,0.14489782974555956
100,0.13205960333710554,0.15422576276501218
101,0.13339365931135194,0.14511455840293994
102,0.13228312168471423,0.14361585021756265
103,0.13210306534120944,0.15229472300238622
104,0.13196131842011616,0.15822410895688957
105,0.13137644903241008,0.1436489780851437
106,0.137207088418684,0.15508932958111876
107,0.1310490949843695,0.14347645219316066
108,0.13668899645448354,0.15442952453790598
109,0.13105146997837247,0.14744004966049615
110,0.13363377096822954,0.15451207771396194
111,0.12963492850526018,0.142124565753828
112,0.12783633401982442,0.1455231900433108
113,0.13424663279406635,0.14694637262917964
114,0.13035248744923641,0.14654045914032304
115,0.13233158899866468,0.14480663759394138
116,0.143004436791808,0.14972123356804592
117,0.13531138840612347,0.15024814461827693
118,0.1351094715921347,0.14346041774307386
119,0.1293425847959832,0.16028986249736804
120,0.13363299423835567,0.14650574054066445
121,0.13798451575856532,0.144941331511259
122,0.13044549192253824,0.15089058812101422
123,0.13049871830673646,0.15210953255763238
124,0.13167180489654304,0.14450997604934876
125,0.1305272855335934,0.14622585088947726
126,0.129947218126521,0.14924715852179857
127,0.1291575037774645,0.14518000330642056
128,0.1274679338771754,0.14334268442304335
129,0.13448360777669222,0.16303761056896154
130,0.13724556471305652,0.14918403146600556
131,0.12741020855162863,0.15464055262272727
132,0.1300144342103464,0.14360956146673756
133,0.12972659402606013,0.14496366599028204
134,0.13104169622919826,0.14455252941690636
135,0.1366564148709446,0.14487832700556477
136,0.12824570321730014,0.14496378949078345
137,0.1334413187915247,0.14786159179479771
138,0.12821637173297673,0.14657003136735466
139,0.131496329050065,0.1458574583229062
140,0.1393944929487402,0.14416811743965008
141,0.1278094166735197,0.14457481638155806
142,0.12846717718987935,0.14502057387048228
143,0.13171794700089817,0.14393091809463907
144,0.12997474671736242,0.14589252463168603
145,0.1265428014190406,0.14395728509744993
146,0.12625752876623153,0.14448386163475618
147,0.12874392476123822,0.15104515575215216
148,0.13081499608729052,0.15102567227941063
149,0.13426081202873802,0.14640215292693937
150,0.12848762678936293,0.14721688031459065
151,0.12698245444907097,0.14599821605666705
152,0.13184564799202966,0.14320275265828586
153,0.14040544967681118,0.14804756093610424
154,0.13199578089544772,0.14466304103057265
155,0.13407931729796593,0.14281767434510753
156,0.1307967204400939,0.14256403548264993
157,0.13055772431919804,0.14226344708752162
158,0.12652110592796345,0.14845193188117653
159,0.12601612844574864,0.1422614460176697
160,0.1263345958566638,0.1460356622830661
161,0.13151899400740302,0.1448737396597632
162,0.12915257375033687,0.15826777078767149
163,0.1293737576706171,0.14539207491604667
164,0.12550289388389277,0.1494437492534282
165,0.13272210633611745,0.14322547812142977
166,0.124555889406802,0.14709002320997772
167,0.12817719483610784,0.14964472907111134
168,0.13042022664915043,0.14566941820243448
169,0.12520424003013214,0.14335283395702147
170,0.12745181138002565,0.14523056637356077
171,0.1290172873243969,0.1428552059061425
172,0.12344587707852782,0.1445785500181196
173,0.1273450802029344,0.14739478009406967
174,0.12911991506647755,0.14881106478438952
175,0.1262828857874151,0.15141175464400464
176,0.12431692501393479,0.14355383990789686
177,0.1281228862294931,0.15900781021461
178,0.12807342433149935,0.14407805951004743
179,0.1289601418930042,0.1543581052767894
180,0.12694035102929477,0.14643809887079093
181,0.12262416034100895,0.14818273281378316
182,0.12377774605012581,0.1483201327981016
183,0.12397192067739281,0.14852665725319275
184,0.12303859016770297,0.1431717721822412
185,0.12727736164526543,0.14377261210948655
186,0.1364545072011778,0.15332366497902783
187,0.12558715272327992,0.14341222919065794
188,0.12558779664716724,0.1510830420668078
189,0.12656507466235598,0.14576002212970654
190,0.12756288560418333,0.16387302781284938
191,0.12818536296714594,0.1431863796344631
192,0.12282218366088754,0.1457599719484478
193,0.12415019120220336,0.14508578105810577
194,0.1311218811288796,0.15063657463864097
195,0.1274996237203401,0.15250571358950385
196,0.12157951928149065,0.1463292702070571
197,0.13064511348348357,0.14418538172801673
198,0.13149162932933472,0.15782362302159728
199,0.12464223181424185,0.14743421737941298
200,0.12397795150366021,0.1538865003327306
201,0.12334833007747649,0.14487141820054558
202,0.12435684624095793,0.15477276255045797
203,0.12417660374392575,0.1482339151805554
204,0.12268549621877783,0.14499957329018678
205,0.12585720720270843,0.14761203980763815
206,0.12406182918005004,0.16145838711844201
207,0.12213876190499656,0.14650290322018075
208,0.1253283483639841,0.1439789162727687
209,0.12291711894732238,0.14857741796951934
210,0.12229704629420127,0.14474347137580013
211,0.12759245376731976,0.14609322871740693
